name_last,name_first,position,country,height_in,weight_lb,from_year,to_year
Harris,Kevon,G,USA,78,216,2022,2022
Harris,Lucious,G,USA,77,205,1993,2004
Harris,Manny,G,USA,77,185,2010,2016
Harris,Mike,F,USA,78,235,2007,2013
Harris,Steve,G,USA,77,195,1985,1989
Harris,Terrel,G,USA,76,190,2011,2012
Harris,Tobias,F,USA,79,226,2011,2022
Harris,Tony,G,USA,75,190,1990,1994
Harrison,Aaron,G,USA,78,210,2015,2017
Harrison,Andrew,G,USA,78,213,2016,2018
Harrison,Bob,G,USA,73,190,1949,1957
Harrison,David,C,USA,84,280,2004,2007
Harrison,Shaquille,G,USA,76,195,2017,2022
Hart,Jason,G,USA,75,180,2000,2009
Hart,Josh,G,USA,76,215,2017,2022
Hartenstein,Isaiah,C-F,Germany,84,250,2018,2022
Harvey,Antonio,F-C,USA,83,250,1993,2002
Harvey,Donnell,F,USA,80,220,2000,2004
Hasbrouck,Kenny,G,USA,75,190,2009,2009
Haskin,Scott,F,USA,83,250,1993,1993
Haskins,Clem,G,USA,75,195,1967,1975
Haslem,Udonis,F,USA,79,235,2003,2022
Hassell,Trenton,F-G,USA,77,227,2001,2009
Hassett,Billy,G,USA,70,180,1949,1950
Hassett,Joey,G,USA,77,180,1977,1982
Hastings,Scott,F,USA,82,235,1982,1992
Haston,Kirk,F,USA,81,242,2001,2002
Hatton,Vern,G,USA,75,195,1958,1961
Hauser,Sam,F,USA,79,217,2021,2022
Havlicek,John,F,USA,77,203,1962,1977
Hawes,Spencer,F-C,USA,85,245,2007,2016
Hawes,Steve,C,USA,81,220,1974,1983
Hawkins,Connie,F,USA,80,210,1969,1975
Hawkins,Hersey,G,USA,75,200,1988,2000
Hawkins,Juaquin,F,USA,79,205,2002,2002
Hawkins,Marshall,F,USA,75,205,1949,1949
Hawkins,Michael,G,USA,72,178,1996,2000
Hawkins,Robert,G,USA,76,190,1975,1978
Hawkins,Tom,F,USA,77,210,1959,1968
Hawthorne,Nate,G,USA,76,190,1973,1975
Hayes,Chuck,C-F,USA,78,240,2005,2015
Hayes,Elvin,F,USA,81,235,1968,1983
Hayes,Jarvis,F,USA,80,228,2003,2009
Hayes,Jaxson,C-F,USA,84,220,2019,2022
Hayes,Killian,G,France,77,195,2020,2022
Hayes,Nigel,F,USA,79,254,2017,2017
Hayes,Steve,C,USA,84,205,1981,1985
Hayward,Gordon,F,USA,79,225,2010,2022
Hayward,Lazar,F,USA,78,225,2010,2012
Haywood,Brendan,C,USA,84,263,2001,2014
Haywood,Spencer,F,USA,80,225,1970,1982
Hazen,John W.,G,USA,74,172,1948,1948
Hazzard,Walt,G,USA,74,185,1964,1973
Head,Luther,G,USA,75,185,2005,2010
Heal,Shane,G,Australia,72,180,1996,2003
Heaney,Brian,G,USA,74,180,1969,1969
Heard,Garfield,F,USA,78,219,1970,1980
Hearn,Reggie,G,USA,77,210,2017,2017
Hedderick,Herm,G,USA,77,170,1954,1954
Heggs,Alvin,F,USA,80,225,1995,1995
Heinsohn,Tom,F,USA,79,218,1956,1964
Hemric,Dick,F,USA,78,220,1955,1956
Henderson,Alan,F-C,USA,81,240,1995,2006
Henderson,Cedric,F,USA,79,225,1997,2002
Henderson,Cedric,F,USA,80,210,1986,1986
Henderson,Dave,G,USA,77,195,1987,1987
Henderson,Gerald,G,USA,74,175,1979,1991
Henderson,Gerald,G,USA,77,215,2009,2016
Henderson,J.R.,F,USA,80,233,1998,1998
Henderson,Jerome,F,USA,83,230,1985,1986
Henderson,Kevin,G,USA,76,195,1986,1987
Henderson,Tom,G,USA,75,190,1974,1982
Hendrickson,Mark,F,USA,81,220,1996,1999
Hennessy,Larry,G,USA,75,185,1955,1955
Henriksen,Don,F,USA,79,225,1952,1954
Henry,Aaron,F,USA,77,210,2021,2021
Henry,Al,C,USA,81,190,1970,1971
Henry,Bill,C,USA,81,215,1948,1949
Henry,Carl,G,USA,78,205,1985,1985
Henry,Conner,G,USA,79,195,1986,1987
Henry,Myke,F,USA,78,210,2017,2017
Henry,Skeeter,G,USA,79,190,1993,1993
Henry,Xavier,F-G,USA,78,220,2010,2014
Henson,John,F-C,USA,81,219,2012,2019
Henson,Steve,G,USA,73,180,1990,1998
Herman,Bill,G,USA,75,170,1949,1949
Hermsen,Clarence,C,USA,81,225,1946,1952
Hernandez,Dewan,C-F,USA,82,235,2019,2019
Hernangomez,Juancho,F,Spain,81,214,2016,2022
Hernangomez,Willy,C-F,Spain,83,250,2016,2022
Herren,Chris,G,USA,74,190,1999,2000
Herrera,Carl,F,USA,81,225,1991,1998
Herrmann,Walter,F,Argentina,81,225,2006,2008
Herro,Tyler,G,USA,77,195,2019,2022
Herron,Keith,G,USA,78,195,1978,1981
Hertzberg,Sidney,G,USA,70,175,1946,1950
Hervey,Kevin,F,USA,81,230,2019,2019
Hetzel,Fred,F,USA,80,220,1965,1970
Hewitt,Bill,F,USA,79,210,1968,1974
Hewson,Jack,F,USA,78,195,1947,1947
Heyman,Art,G,USA,77,205,1963,1965
Hezonja,Mario,F-G,Croatia,80,220,2015,2019
Hibbert,Roy,C,USA,86,270,2008,2016
Hickey,Matthew,G,USA,71,180,1947,1947
Hicks,Isaiah,F,USA,81,230,2017,2018
Hicks,Phil,F,USA,79,205,1976,1978
Hickson,JJ,C-F,USA,81,242,2008,2015
Hield,Buddy,G,Bahamas,76,220,2016,2022
Higgins,Cory,G,USA,77,180,2011,2012
Higgins,Mike,F,USA,81,220,1989,1990
Higgins,Rod,F,USA,79,200,1982,1994
Higgins,Sean,G-F,USA,81,215,1990,1997
Higgs,Kenny,G,USA,72,180,1978,1981
High,Johnny,G,USA,75,185,1979,1983
Highsmith,Haywood,F,USA,77,220,2018,2022
Hightower,Wayne,F,USA,80,192,1962,1966
Nene,,C-F,Brazil,83,250,2002,2018
Hill,Armond,G,USA,76,190,1976,1983
Hill,Cleo,G,USA,73,185,1961,1961
Hill,Gary,G,USA,76,185,1963,1964
Hill,George,G,USA,76,188,2008,2022
Hill,Grant,F,USA,80,225,1994,2012
Hill,Herbert,F-C,USA,82,240,2007,2007
Hill,Jordan,F-C,USA,82,240,2009,2016
Hill,Malcolm,F,USA,78,220,2021,2022
Hill,Solomon,F,USA,78,226,2013,2021
Hill,Steven,C,USA,84,245,2008,2008
Hill,Tyrone,F,USA,81,250,1990,2003
Hillhouse,Art,C,USA,79,220,1946,1947
Hilliard,Darrun,G,USA,78,220,2015,2017
Hillman,Darnell,F,USA,81,215,1976,1979
Hilton,Fred,G,USA,75,185,1971,1972
Hinrich,Kirk,G,USA,76,190,2003,2015
Hinson,Roy,C,USA,81,210,1983,1990
Hinton,Nate,G-F,USA,77,210,2020,2021
Hirsch,Mel,G,USA,66,165,1946,1946
Hitch,Lew,F,USA,80,200,1951,1956
Hite,Robert,G,USA,74,184,2006,2006
Hoard,Jaylen,F,France,80,216,2019,2021
Hobson,Darington,G,USA,79,210,2011,2011
Hodge,Donald,F,USA,84,230,1991,1995
Hodge,Julius,G,USA,79,210,2005,2006
Hodges,Craig,G,USA,74,190,1982,1991
Hoefer,Adolph,G,USA,69,158,1946,1947
Hoffman,"Bear, The Body",G,USA,74,195,1947,1954
Hogsett,Bob,F,USA,79,230,1966,1966
Hogue,Paul,C,USA,81,240,1962,1963
Hoiberg,Fred,G,USA,77,210,1995,2004
Holcomb,Doug,F,USA,76,200,1948,1948
Holcomb,Randy,F,USA,81,220,2002,2005
Holiday,Aaron,G,USA,72,185,2018,2022
Holiday,Jrue,G,USA,77,205,2009,2022
Holiday,Justin,F-G,USA,78,180,2012,2022
Holland,Brad,G,USA,75,180,1979,1981
Holland,Joe,F,USA,76,185,1949,1951
Holland,John,G-F,USA,77,205,2015,2018
Holland,Wilbur,G,USA,72,175,1975,1978
Hollins,Lionel,G,USA,75,185,1975,1984
Hollins,Ryan,C,USA,84,240,2006,2015
Hollis,Essie,F,USA,78,195,1978,1978
Hollis-Jefferson,Rondae,F,USA,78,217,2015,2020
Holmes,Richaun,F,USA,80,235,2015,2022
Holmgren,Chet,C-F,USA,85,195,2022,2022
Holstein,Jim,F,USA,75,180,1952,1955
Holt,Alvin,F,USA,79,210,1970,1970
Holton,Michael,G,USA,76,185,1984,1989
Holub,Dick,C,USA,78,205,1947,1947
Holup,Joe,F,USA,78,215,1956,1958
Holzman,Red,G,USA,70,175,1948,1953
Homesley,Caleb,G,USA,78,205,2020,2020
Honeycutt,Jerald,F-G,USA,81,254,1997,1998
Honeycutt,Tyler,F,USA,80,188,2011,2012
Hood,Derek,F,USA,80,222,1999,2002
Hood,Rodney,G-F,USA,80,208,2014,2021
Hoover,Tom,C,USA,81,230,1963,1966
Hopkins,Bob,C,USA,80,205,1956,1959
Hoppen,Dave,C,USA,83,235,1987,1992
Hopson,Dennis,F,USA,77,200,1987,1991
Hopson,Scotty,G,USA,79,204,2013,2021
Horan,Johnny,F,USA,80,190,1955,1955
Hordges,Cedrick,C,USA,80,220,1980,1981
Horford,Al,C-F,Dominican Republic,81,240,2007,2022
Horford,Tito,C,USA,85,245,1988,1993
Horn,Ron,F,USA,79,220,1961,1962
Hornacek,Jeff,G,USA,76,190,1986,1999
Horner,Dennis,F,USA,81,230,2011,2011
Horry,Robert,F-C,USA,82,240,1992,2007
Horton,Ed,C,USA,80,230,1989,1989
Horton-Tucker,Talen,G,USA,76,234,2019,2022
Hosket,Wilmer,F,USA,79,225,1968,1971
Houbregs,Bob,C,USA,80,210,1953,1957
House,Eddie,G,USA,73,190,2000,2010
House Jr.,Danuel,F-G,USA,78,220,2016,2022
Houstan,Caleb,G,Canada,80,205,2022,2022
Houston,Allan,G,USA,78,200,1993,2004
Houston,Byron,F,USA,77,250,1992,1995
Hovasse,Tom,F,USA,80,205,1994,1994
Howard,Brian,F,USA,78,204,1991,1992
Howard,Dwight,C-F,USA,82,265,2004,2021
Howard,Greg,F,USA,81,215,1970,1971
Howard,Josh,F,USA,79,210,2003,2012
Howard,Juwan,F,USA,81,250,1994,2012
Howard,Markus,G,USA,70,175,2020,2021
Howard,Mo,G,USA,74,170,1976,1976
Howard,Otis,F,USA,79,220,1978,1978
Howard,Stephen,F,USA,81,245,1992,1997
Howard,William,F-G,France,80,207,2019,2019
Howell,Bailey,F,USA,79,210,1959,1970
Hubbard,Bob,C,USA,78,215,1947,1948
Hubbard,Phil,F,USA,80,215,1979,1988
Hudgins,Trevor,G,USA,72,180,2022,2022
Hudson,Lester,G,USA,75,190,2009,2014
Hudson,Lou,F,USA,77,210,1966,1978
Hudson,Troy,G,USA,73,178,1997,2007
Huertas,Marcelo,G,Brazil,75,200,2015,2016
Huerter,Kevin,G-F,USA,79,198,2018,2022
Huestis,Josh,G,USA,79,230,2015,2017
Huff,Jay,C,USA,85,240,2021,2022
Huffman,Nate,C,USA,85,245,2002,2002
Hughes,Alfredrick,F,USA,77,215,1985,1985
Hughes,Eddie,G,USA,70,165,1987,1989
Hughes,Elijah,G,USA,77,215,2020,2021
Hughes,Kim,C,USA,83,220,1976,1980
Hughes,Larry,G,USA,77,185,1998,2011
Hughes,Rick,F,USA,81,235,1999,1999
Hummel,Robbie,F,USA,81,219,2013,2014
Hummer,John,F,USA,81,230,1970,1975
Humphrey,Ryan,F,USA,80,235,2002,2004
Humphries,Isaac,C,Australia,84,260,2018,2018
Humphries,Jay,G,USA,75,185,1984,1994
Humphries,Kris,F,USA,81,235,2004,2016
Hundley,Rod,G,USA,76,185,1957,1962
Hunt,Feron,F,USA,80,195,2021,2021
Hunter,Brandon,F,USA,79,266,2003,2004
Hunter,Cedric,F,USA,72,180,1991,1991
Hunter,Chris,C-F,USA,83,240,2008,2009
Hunter,De'Andre,F-G,USA,80,221,2019,2022
Hunter,Les,F,USA,79,210,1964,1964
Hunter,Lindsey,G,USA,74,195,1993,2009
Hunter,Othello,F,USA,80,225,2008,2009
Hunter,RJ,G,USA,77,185,2015,2018
Hunter,Steven,C,USA,84,240,2001,2009
Hunter,Vincent,F,USA,80,208,2017,2017
Hurley,Bobby,G,USA,72,165,1993,1997
Hurley,Roy,F,USA,74,170,1946,1946
Huston,Geoff,G,USA,74,175,1979,1986
Huston,Paul,F,USA,75,175,1947,1947
Hutchins,Mel,F,USA,78,200,1951,1957
Hutchison,Chandler,F-G,USA,78,210,2018,2021
Hutton,Joe,G,USA,73,170,1950,1951
Hyder,Greg,F,USA,78,215,1970,1970
Hyland,Bones,G,USA,74,169,2021,2022
Iavaroni,Marc,F,USA,82,210,1982,1988
Ibaka,Serge,F,Democratic Republic of the Congo,82,235,2009,2022
Iguodala,Andre,G-F,USA,78,215,2004,2022
Ilgauskas,Zydrunas,C,Lithuania,87,260,1997,2010
Ilic,Mile,C,Serbia,85,255,2006,2006
Ilyasova,Ersan,F,Turkey,81,235,2006,2020
Imhoff,Darrall,C,USA,82,220,1960,1971
Ingelsby,Tom,G,USA,75,180,1973,1973
Ingles,Joe,F-G,Australia,81,220,2014,2022
Inglis,Damien,F,France,80,246,2014,2015
Ingram,Andre,G,USA,75,190,2017,2018
Ingram,Brandon,F,USA,80,190,2016,2022
Ingram,Joel,F,USA,72,210,1957,1957
Irvin,Byron,G,USA,77,190,1989,1992
Irving,Kyrie,G,Australia,74,195,2011,2022
Isaac,Jonathan,F,USA,82,230,2017,2022
Issel,Dan,C,USA,81,235,1976,1984
Iuzzolino,Mike,G,USA,70,175,1991,1992
Iverson,Allen,G,USA,72,165,1996,2009
Ivey,Jaden,G,USA,76,195,2022,2022
Ivey,Royal,G,USA,76,200,2004,2013
Iwundu,Wes,F,USA,78,195,2017,2021
Jack,Jarrett,G,USA,75,200,2005,2017
Jackson,Aaron,G,USA,75,183,2017,2017
Jackson,Al,G,USA,73,185,1967,1967
Jackson,Bobby,G,USA,73,185,1997,2008
Jackson,Cedric,G,USA,75,190,2009,2009
Jackson,Darnell,F,USA,81,253,2008,2010
Jackson,Demetrius,G,USA,73,201,2016,2018
Jackson,Frank,G,USA,75,205,2017,2022
Jackson,Greg,G,USA,72,180,1974,1974
Jackson,Isaiah,F,USA,81,205,2021,2022
Jackson,Jaren,G,USA,78,225,1989,2001
Jackson,Jermaine,G,USA,77,204,1999,2005
Jackson,Jim,F-G,USA,78,220,1992,2005
Jackson,Josh,G-F,USA,80,207,2017,2021
Jackson,Justin,F,USA,80,220,2017,2022
Jackson,Lucious,F,USA,81,240,1964,1971
Jackson,Luke,F-G,USA,79,215,2004,2007
Jackson,Marc,F,USA,82,253,2000,2006
Jackson,Mark,G,USA,75,195,1987,2003
Jackson,Michael,G,USA,74,183,1987,1989
Jackson,Myron,G,USA,75,185,1986,1986
Jackson,Phil,F,USA,80,220,1967,1979
Jackson,Pierre,G,USA,70,180,2016,2016
Jackson,Quenton,G,USA,77,173,2022,2022
Jackson,Ralph,G,USA,74,190,1984,1984
Jackson,Randell,F,USA,83,215,1998,1999
Jackson,Reggie,G,USA,74,208,2011,2022
Jackson,Stanley,G,USA,75,185,1993,1993
Jackson,Stephen,F-G,USA,80,220,2000,2013
Jackson,Tony,G,USA,72,170,1980,1980
Jackson,Tracy,G,USA,78,205,1981,1983
Jackson,Wardell,F,USA,79,200,1974,1974
Jackson Jr.,Jaren,F-C,USA,82,242,2018,2022
Jacobs,Winfred,F,USA,75,175,1946,1946
Jacobsen,Casey,G,USA,78,215,2002,2007
Jacobson,Sam,G-F,USA,76,219,1998,2000
Jamerson,Dave,G,USA,77,190,1990,1993
James,Aaron,F,USA,80,210,1974,1978
James,Bernard,C,USA,82,235,2012,2014
James,Damion,F,USA,79,225,2010,2013
James,Gene,F,USA,76,180,1948,1950
James,Henry,F,USA,80,220,1990,1997
James,Jerome,C,USA,85,285,1998,2008
James,Justin,G-F,USA,79,190,2019,2020
James,LeBron,F,USA,81,250,2003,2022
James,Mike,G,USA,74,188,2001,2013
James,Mike,G,USA,73,175,2017,2020
James,Tim,F,USA,79,214,1999,2002
Jamison,Antawn,F,USA,81,235,1998,2013
Jamison,Harold,F,USA,81,269,1999,2002
Janisch,John,F,USA,75,200,1946,1947
Janotta,Howie,F,USA,75,185,1949,1949
Jaric,Marko,G,Serbia,79,224,2002,2008
Jaros,Tony,F,USA,75,185,1946,1950
Jarreau,DeJon,G,USA,77,185,2021,2021
Jasikevicius,Sarunas,G,Lithuania,76,197,2005,2006
Jawai,Nathan,F,Australia,82,280,2008,2009
Jeannette,Buddy,G,USA,71,175,1947,1949
Jeelani,Abdul,F,USA,80,210,1979,1980
Jefferies,Chris,F,USA,80,230,2002,2003
Jeffers,Othyus,G-F,USA,77,210,2009,2013
Jefferson,Al,C,USA,82,280,2004,2017
Jefferson,Amile,F,USA,81,222,2017,2019
Jefferson,Cory,F,USA,81,218,2014,2015
Jefferson,Dontell,G,USA,77,195,2008,2008
Jefferson,Richard,F,USA,79,233,2001,2017
Jeffries,DaQuan,G-F,USA,77,222,2019,2022
Jeffries,Jared,F,USA,83,240,2002,2012
Jenkins,Charles,G,USA,75,215,2011,2012
Jenkins,Horace,G,USA,73,180,2004,2004
Jenkins,John,G,USA,76,215,2012,2018
Jennings,Brandon,G,USA,73,170,2009,2017
Jennings,Keith,G,USA,67,160,1992,1994
Jent,Chris,F,USA,79,220,1993,1996
Jepsen,Les,G,USA,84,237,1990,1991
Jerebko,Jonas,F,Sweden,82,231,2009,2018
Jerome,Ty,G-F,USA,77,195,2019,2022
Jerrells,Curtis,G,USA,73,195,2009,2009
Jerrett,Grant,F,USA,82,232,2013,2014
Jeter,Pooh,G,USA,71,175,2010,2010
Joe,Isaiah,G,USA,75,165,2020,2022
Johnsen,Britton,F,USA,82,210,2003,2004
Johnson,Alexander,F,USA,81,240,2006,2009
Johnson,Alize,F,USA,79,212,2018,2022
Johnson,Amir,C-F,USA,81,240,2005,2018
Johnson,Andy,F,USA,77,215,1958,1961
Johnson,Anthony,G,USA,75,195,1997,2009
Johnson,Armon,G,USA,75,195,2010,2011
Johnson,Arnie,F,USA,77,236,1948,1952
Johnson,Avery,G,USA,71,185,1988,2003
Johnson,BJ,F,USA,79,200,2018,2021
Johnson,Brice,F,USA,82,230,2016,2017
Johnson,Buck,F,USA,79,190,1986,1992
Johnson,Cameron,F,USA,80,210,2019,2022
Johnson,Carldell,G,USA,70,180,2011,2011
Johnson,Charlie,G,USA,72,170,1972,1978
Johnson,Chris,F,USA,83,210,2010,2012
Johnson,Chris,F,USA,78,206,2012,2015
Johnson,Clay,G,USA,76,175,1981,1983
Johnson,Clemon,C,USA,82,240,1978,1987
Johnson,Dakari,C,USA,84,255,2017,2017
Johnson,Darryl,G,USA,73,170,1995,1995
Johnson,Dave,G,USA,79,210,1992,1993
Johnson,David,G,USA,71,170,1949,1952
Johnson,David,G,USA,76,203,2021,2021
Johnson,DeMarco,F,USA,81,245,1999,1999
Johnson,Dennis,G,USA,76,185,1976,1989
Johnson,DerMarr,F-G,USA,81,210,2000,2007
Johnson,Eddie,G,USA,79,215,1981,1998
Johnson,Eddie,G,USA,74,180,1977,1986
Johnson,Eric,G,USA,74,205,1989,1989
Johnson,Ervin,C,USA,83,245,1993,2005
Johnson,Frank,G,USA,75,185,1981,1993
Johnson,George,C,USA,83,245,1970,1973
Johnson,George,F,USA,79,210,1978,1985
Johnson,George,C,USA,83,205,1972,1985
Johnson,Gus,F,USA,78,230,1963,1972
Johnson,Harold,C,USA,78,240,1946,1946
Johnson,Ivan,F,USA,80,255,2011,2012
Johnson,JaJuan,F,USA,82,221,2011,2011
Johnson,Jalen,F,USA,80,219,2021,2022
Johnson,James,F,USA,79,240,2009,2022
Johnson,Joe,G-F,USA,79,240,2001,2021
Johnson,John,F,USA,79,200,1970,1981
Johnson,Kannard,F,USA,81,220,1987,1987
Johnson,Keldon,F-G,USA,77,220,2019,2022
Johnson,Ken,C-F,USA,82,240,2002,2002
Johnson,Ken,F,USA,80,240,1985,1985
Johnson,Keon,G,USA,75,185,2021,2022
Johnson,Kevin,G,USA,73,190,1987,1999
Johnson,Larry,F,USA,79,235,1991,2000
Johnson,Larry,G,USA,75,205,1977,1977
Johnson,Lee,F,USA,83,205,1980,1980
Johnson,Linton,F,USA,80,205,2003,2008
Johnson,Lynbert,F,USA,77,195,1979,1979
Johnson,Magic,F-G,USA,81,220,1979,1995
Johnson,Marques,F,USA,79,218,1977,1989
Johnson,Mickey,F,USA,82,190,1974,1985
Johnson,Neil,F,USA,79,220,1966,1969
Johnson,Nick,G,USA,75,202,2014,2014
Johnson,Ollie,F,USA,78,200,1972,1981
Johnson,Omari,F,Jamaica,81,220,2017,2017
Johnson,Orlando,G,USA,77,220,2012,2015
Johnson,Reggie,F,USA,81,205,1980,1983
Johnson,Rich,C,USA,79,210,1968,1970
Johnson,Ron,F,USA,80,215,1960,1960
Johnson,Stanley,F-G,USA,78,242,2015,2022
Johnson,Steffond,F,USA,80,240,1986,1986
Johnson,Steve,C,USA,82,235,1981,1990
Johnson,Trey,G-F,USA,77,218,2008,2011
Johnson,Tyler,G,USA,75,186,2014,2021
Johnson,Vinnie,G,USA,74,200,1979,1991
Johnson,Wesley,F-G,USA,79,215,2010,2018
Johnson-Odom,Darius,G,USA,74,204,2012,2013
Johnston,Nate,C,USA,80,210,1989,1989
Johnston,Neil,C,USA,80,210,1951,1958
Johnstone,Jim,C,USA,83,245,1982,1982
Jokic,Nikola,C,Serbia,83,284,2015,2022
Jolliff,Howie,F,USA,79,218,1960,1962
Jones,Alvin,C,USA,83,265,2001,2002
Jones,Anthony,G,USA,78,195,1986,1989
Jones,Askia,F,USA,77,200,1994,1994
Jones,Bill,F,USA,79,175,1988,1988
Jones,Bobby,F,USA,81,210,1976,1985
Jones,Bobby,F,USA,79,215,2006,2007
Jones,Caldwell,C,USA,83,217,1976,1989
Jones,Carlik,G,USA,72,174,2021,2022
Jones,Charles,F-C,USA,81,215,1983,1997
Jones,Charles,F,USA,80,215,1984,1988
Jones,Charles R.,G,USA,75,180,1998,1999
Jones,Dahntay,G-F,USA,78,225,2003,2016
Jones,Damian,C,USA,83,245,2016,2022
Jones,Damon,G,USA,75,195,1998,2008
Jones,DeQuan,F,USA,80,221,2012,2012
Jones,Dominique,G,USA,77,215,2010,2012
Jones,Dontae',F,USA,80,220,1997,1997
Jones,Dwayne,F-C,USA,83,248,2005,2012
Jones,Dwight,F,USA,82,210,1973,1982
Jones,Earl,C,USA,84,210,1984,1985
Jones,Eddie,G-F,USA,78,200,1994,2007
Jones,Edgar,F,USA,82,225,1980,1985
Jones,Fred,G,USA,74,225,2002,2008
Jones,Herbert,F,USA,79,206,2021,2022
Jones,Jake,G,USA,75,180,1971,1971
Jones,Jalen,F,USA,79,220,2017,2018
Jones,James,G-F,USA,80,218,2003,2016
Jones,Jemerrio,F,USA,77,174,2018,2021
Jones,Jimmy,G,USA,76,188,1974,1976
Jones,Johnny,F,USA,79,205,1967,1967
Jones,Jumaine,F,USA,80,230,1999,2006
Jones,K.C.,G,USA,73,200,1958,1966
Jones,Kai,C-F,Bahamas,83,221,2021,2022
Jones,Kevin,F,USA,80,260,2012,2012
Jones,Larry,G,USA,74,180,1964,1973
Jones,Major,F,USA,81,225,1979,1984
Jones,Mark,G,USA,78,215,1983,2004
Jones,Mason,G,USA,76,200,2020,2021
Jones,Nick,G,USA,74,190,1967,1971
Jones,Ozell,C,USA,83,235,1984,1985
Jones,Popeye,F,USA,80,265,1993,2003
Jones,Rich,F,USA,80,220,1976,1976
Jones,Robin,C,USA,81,225,1976,1977
Jones,Sam,G,USA,76,198,1957,1968
Jones,Shelton,F,USA,80,210,1988,1988
Jones,Solomon,F,USA,82,245,2006,2013
Jones,Steve,G,USA,77,205,1975,1975
Jones,Terrence,F,USA,81,252,2012,2018
Jones,Tre,G,USA,73,185,2020,2022
Jones,Tyus,G,USA,74,196,2015,2022
Jones,Wali,G,USA,74,180,1964,1975
Jones,Wallace,F,USA,76,225,1949,1951
Jones,Wil,F,USA,80,205,1976,1977
Jones,Willie,G,USA,75,185,1960,1964
Jones,Willie,F,USA,80,190,1982,1983
Jones III,Perry,F,USA,83,235,2012,2014
Jones Jr.,Derrick,F,USA,78,210,2016,2022
Jordan,Adonis,G,USA,71,170,1993,1998
Jordan,DeAndre,C,USA,83,265,2008,2022
Jordan,Eddie,G,USA,73,170,1977,1983
Jordan,Jerome,C,Jamaica,84,253,2011,2014
Jordan,Michael,G,USA,78,216,1984,2002
Jordan,Reggie,G,USA,76,195,1993,1999
Jordan,Thomas,F,USA,82,220,1992,1992
Jordan,Walter,F,USA,79,198,1980,1980
Jordon,Phil,C,USA,82,205,1956,1962
Jorgensen,Johnny,G,USA,74,185,1947,1948
Jorgensen,Noble,C,USA,81,228,1946,1952
Jorgensen,Roger,C,USA,77,200,1946,1946
Joseph,Cory,G,Canada,75,200,2011,2022
Joseph,Garth,C,USA,86,306,2000,2000
Joseph,Kris,F,Canada,79,210,2012,2012
Joseph,Yvon,F,USA,83,245,1985,1985
Jovic,Nikola,F,Serbia,82,205,2022,2022
Judkins,Jeff,G,USA,78,185,1978,1982
Juzang,Johnny,G,USA,78,209,2022,2022
Kabengele,Mfiondu,C,Canada,82,250,2019,2022
Kaftan,George,F,USA,75,190,1948,1952
Kalafat,Ed,C,USA,78,245,1954,1956
Kalaitzakis,Georgios,F,Greece,79,192,2021,2021
Kaman,Chris,C,USA,84,265,2003,2015
Kaminsky,Frank,F-C,USA,84,240,2015,2022
Kaplowitz,Ralph,G,USA,74,170,1946,1947
Kapono,Jason,F-G,USA,80,215,2003,2011
Karasev,Sergey,G-F,Russia,79,208,2013,2015
Karl,Coby,G,USA,77,215,2007,2009
Karl,George,G,USA,74,185,1976,1977
Kasid,Ed,G,USA,71,185,1946,1946
Kasun,Mario,C,Croatia,85,260,2004,2005
Katkaveck,Leo,G,USA,72,185,1948,1949
Kauffman,Bob,F,USA,80,240,1968,1974
Kaun,Sasha,C,Russia,83,260,2015,2015
Kautz,Wilbert,G,USA,71,180,1946,1946
Kea,Clarence,F,USA,78,218,1980,1981
Kearns,Michael,G,USA,74,178,1954,1954
Kearns,Tommy,G,USA,71,185,1958,1958
Keefe,Adam,F,USA,81,230,1992,2000
Keeling,Harold,G,USA,76,185,1985,1985
Keels,Trevor,G,USA,76,221,2022,2022
Kelley,Rich,C,USA,84,235,1975,1985
Kellogg,Clark,F,USA,79,225,1982,1986
Kelly,Gerard,F,USA,74,172,1946,1947
Kelly,Ryan,F,USA,83,230,2013,2016
Kelly,Tom,G,USA,72,170,1948,1948
Kelser,Greg,F,USA,79,190,1979,1984
Kelso,Ben,G,USA,75,195,1973,1973
Kemp,Shawn,F,USA,82,280,1989,2002
Kempton,Tim,C,USA,82,245,1986,1997
Kendrick,Frank,F,USA,78,198,1974,1974
Kennard,Luke,G,USA,77,206,2017,2022
Kennedy,D.J.,G-F,USA,77,214,2011,2011
Kennedy,Eugene,F,USA,77,205,1976,1976
Kennedy,Joe,F,USA,78,210,1968,1969
Kennedy,William,G,USA,71,180,1960,1960
Kenon,Larry,F,USA,81,205,1976,1982
Kenville,Bill,G,USA,74,187,1953,1959
Kerner,Jonathan,C,USA,83,245,1998,2002
Kerr,Johnny,C,USA,81,230,1954,1965
Kerr,Steve,G,USA,73,180,1988,2002
Kerris,Jack,F,USA,78,215,1949,1952
Kersey,Jerome,F,USA,79,245,1984,2000
Kessler,Alec,F,USA,83,230,1990,1993
Kessler,Walker,C,USA,84,245,2022,2022
Ketner,Lari,C-F,USA,82,285,1999,2000
Key,Braxton,F,USA,80,225,2021,2022
Keys,Randolph,F,USA,79,210,1988,1995
Khryapa,Viktor,F,Russia,81,218,2004,2007
Kidd,Jason,G,USA,76,210,1994,2012
Kidd,Stanton,F,USA,78,216,2019,2019
Kidd,Warren,F,USA,81,235,1993,1993
Kidd-Gilchrist,Michael,F,USA,78,232,2012,2019
